date,station,precipitation,max_temperature,min_temperature,mean_temperature
2012-11-27,Vielha..Eliport.,5.3,2.2,0.6,1.4
2012-11-28,Vielha..Eliport.,3.7,2.0,0.5,1.25
2012-11-29,Vielha..Eliport.,1.1,1.5,-3.2,-0.85
2012-11-30,Vielha..Eliport.,0.0,0.5,-8.1,-3.8
2012-12-01,Vielha..Eliport.,0.0,1.9,-8.7,-3.4
2012-12-02,Vielha..Eliport.,5.5,1.3,-9.0,-3.85
2012-12-03,Vielha..Eliport.,6.7,5.3,0.3,2.8
2012-12-04,Vielha..Eliport.,4.7,2.9,-0.5,1.2
2012-12-05,Vielha..Eliport.,18.9,1.3,-0.2,0.55
2012-12-06,Vielha..Eliport.,0.9,2.3,-3.8,-0.75
2012-12-07,Vielha..Eliport.,2.6,3.8,-3.9,-0.05
2012-12-08,Vielha..Eliport.,1.6,3.1,-3.1,0.0
2012-12-09,Vielha..Eliport.,0.0,2.3,-5.4,-1.55
2012-12-10,Vielha..Eliport.,0.0,2.8,-4.7,-0.95
2012-12-11,Vielha..Eliport.,0.0,2.4,-6.0,-1.8
2012-12-12,Vielha..Eliport.,0.0,5.1,-5.9,-0.4
2012-12-13,Vielha..Eliport.,0.0,8.1,0.2,4.15
2012-12-14,Vielha..Eliport.,0.7,10.1,2.0,6.05
2012-12-15,Vielha..Eliport.,0.2,8.1,1.7,4.9
2012-12-16,Vielha..Eliport.,0.6,9.9,0.9,5.4
2012-12-17,Vielha..Eliport.,0.6,7.4,-0.4,3.5
2012-12-18,Vielha..Eliport.,0.0,6.4,-1.6,2.4
2012-12-19,Vielha..Eliport.,0.0,11.3,2.7,7.0
2012-12-20,Vielha..Eliport.,1.0,12.0,2.9,7.45
2012-12-21,Vielha..Eliport.,0.6,11.0,1.9,6.45
2012-12-22,Vielha..Eliport.,0.0,13.1,4.2,8.65
2012-12-23,Vielha..Eliport.,0.0,15.5,5.2,10.35
2012-12-24,Vielha..Eliport.,0.0,20.5,7.2,13.85
2012-12-25,Vielha..Eliport.,2.4,15.8,4.0,9.9
2012-12-26,Vielha..Eliport.,2.4,6.0,-1.8,2.1
2012-12-27,Vielha..Eliport.,0.0,10.3,-1.7,4.3
2012-12-28,Vielha..Eliport.,0.0,9.8,3.1,6.45
2012-12-29,Vielha..Eliport.,0.0,14.2,3.2,8.7
2012-12-30,Vielha..Eliport.,0.0,7.0,-1.0,3.0
2012-12-31,Vielha..Eliport.,0.0,11.4,-2.5,4.45
2013-01-01,Vielha..Eliport.,2.9,5.2,1.2,3.2
2013-01-02,Vielha..Eliport.,0.7,4.4,-0.9,1.75
2013-01-03,Vielha..Eliport.,0.0,5.1,-3.4,0.85
2013-01-04,Vielha..Eliport.,0.0,10.0,0.5,5.25
2013-01-05,Vielha..Eliport.,0.0,9.3,1.3,5.3
2013-01-06,Vielha..Eliport.,0.0,11.8,1.6,6.7
2013-01-07,Vielha..Eliport.,0.0,13.8,4.6,9.2
2013-01-08,Vielha..Eliport.,0.0,12.3,0.9,6.6
2013-01-09,Vielha..Eliport.,0.0,12.1,-0.2,5.95
2013-01-10,Vielha..Eliport.,1.8,6.8,-0.9,2.95
2013-01-11,Vielha..Eliport.,0.0,4.6,-2.6,1.0
2013-01-12,Vielha..Eliport.,0.0,7.1,-3.4,1.85
2013-01-13,Vielha..Eliport.,13.3,2.2,-1.0,0.6
2013-01-14,Vielha..Eliport.,11.2,0.0,-1.6,-0.8
2013-01-15,Vielha..Eliport.,18.3,0.7,-1.3,-0.3
2013-01-16,Vielha..Eliport.,18.1,3.8,-1.0,1.4
2013-01-17,Vielha..Eliport.,6.5,1.1,-4.9,-1.9
2013-01-18,Vielha..Eliport.,13.9,5.0,-3.8,0.6
2013-01-19,Vielha..Eliport.,20.1,6.1,0.3,3.2
2013-01-20,Vielha..Eliport.,6.8,2.7,-2.1,0.3
2013-01-21,Vielha..Eliport.,3.7,4.2,-3.7,0.25
2013-01-22,Vielha..Eliport.,0.0,4.7,-5.0,-0.15
2013-01-23,Vielha..Eliport.,5.1,1.2,-2.3,-0.55
2013-01-24,Vielha..Eliport.,15.3,1.4,-2.2,-0.4
2013-01-25,Vielha..Eliport.,0.0,1.9,-8.2,-3.15
2013-01-26,Vielha..Eliport.,15.2,4.5,-1.8,1.35
2013-01-27,Vielha..Eliport.,7.7,7.4,-1.6,2.9
2013-01-28,Vielha..Eliport.,2.8,4.8,-0.8,2.0
2013-01-29,Vielha..Eliport.,0.0,7.3,-1.2,3.05
2013-01-30,Vielha..Eliport.,0.0,8.7,1.3,5.0
2013-01-31,Vielha..Eliport.,0.0,9.8,1.7,5.75
2013-02-01,Vielha..Eliport.,3.5,9.7,2.0,5.85
2013-02-02,Vielha..Eliport.,14.7,3.3,-2.5,0.4
2013-02-03,Vielha..Eliport.,3.3,2.4,-4.1,-0.85
2013-02-04,Vielha..Eliport.,1.8,7.1,-2.2,2.45
2013-02-05,Vielha..Eliport.,2.5,8.9,-0.8,4.05
2013-02-06,Vielha..Eliport.,15.4,1.7,-2.0,-0.15
2013-02-07,Vielha..Eliport.,2.7,-0.8,-3.1,-1.95
2013-02-08,Vielha..Eliport.,2.9,1.4,-3.5,-1.05
2013-02-09,Vielha..Eliport.,6.7,0.8,-4.3,-1.75
2013-02-10,Vielha..Eliport.,8.6,6.6,-0.5,3.05
2013-02-11,Vielha..Eliport.,7.7,2.1,-1.6,0.25
2013-02-12,Vielha..Eliport.,7.2,4.3,-1.5,1.4
2013-02-13,Vielha..Eliport.,3.4,4.0,-1.0,1.5
2013-02-14,Vielha..Eliport.,8.1,6.4,0.2,3.3
2013-02-15,Vielha..Eliport.,0.8,7.9,-1.7,3.1
2013-02-16,Vielha..Eliport.,0.0,9.0,-3.5,2.75
2013-02-17,Vielha..Eliport.,0.0,11.9,-1.6,5.15
2013-02-18,Vielha..Eliport.,0.0,10.2,0.7,5.45
2013-02-19,Vielha..Eliport.,0.0,10.7,-0.2,5.25
2013-02-20,Vielha..Eliport.,0.0,11.0,-1.9,4.55
2013-02-21,Vielha..Eliport.,0.2,11.0,-2.6,4.2
2013-02-22,Vielha..Eliport.,1.4,6.1,-2.2,1.95
2013-02-23,Vielha..Eliport.,0.0,-2.4,-6.8,-4.6
2013-02-24,Vielha..Eliport.,3.3,-4.1,-6.6,-5.35
2013-02-25,Vielha..Eliport.,2.8,-1.7,-5.7,-3.7
2013-02-26,Vielha..Eliport.,0.0,4.2,-8.4,-2.1
2013-02-27,Vielha..Eliport.,0.0,5.4,-7.6,-1.1
2013-02-28,Vielha..Eliport.,0.0,6.2,-5.6,0.3
2013-03-01,Vielha..Eliport.,0.0,4.2,-2.4,0.9
2013-03-02,Vielha..Eliport.,0.0,11.3,-3.5,3.9
2013-03-03,Vielha..Eliport.,0.0,13.2,-0.1,6.55
2013-03-04,Vielha..Eliport.,0.2,11.7,2.0,6.85
2013-03-05,Vielha..Eliport.,1.9,11.8,4.1,7.95
2013-03-06,Vielha..Eliport.,7.5,11.3,3.3,7.3
2013-03-07,Vielha..Eliport.,14.4,14.9,3.4,9.15
2013-03-08,Vielha..Eliport.,3.5,13.1,2.1,7.6
2013-03-09,Vielha..Eliport.,2.1,13.1,2.1,7.6
2013-03-10,Vielha..Eliport.,0.0,11.7,2.0,6.85
2013-03-11,Vielha..Eliport.,0.0,11.0,0.7,5.85
2013-03-12,Vielha..Eliport.,1.5,8.0,0.2,4.1
2013-03-13,Vielha..Eliport.,10.0,1.4,-5.5,-2.05
2013-03-14,Vielha..Eliport.,2.9,-0.9,-5.2,-3.05
2013-03-15,Vielha..Eliport.,0.2,4.8,-3.6,0.6
2013-03-16,Vielha..Eliport.,0.0,8.0,-3.4,2.3
2013-03-17,Vielha..Eliport.,3.0,9.5,1.7,5.6
2013-03-18,Vielha..Eliport.,2.0,8.1,-1.5,3.3
2013-03-19,Vielha..Eliport.,0.0,10.1,-2.1,4.0
2013-03-20,Vielha..Eliport.,3.4,7.9,-0.9,3.5
2013-03-21,Vielha..Eliport.,0.0,17.3,-1.2,8.05
2013-03-22,Vielha..Eliport.,0.0,17.8,4.8,11.3
2013-03-23,Vielha..Eliport.,0.0,13.4,2.8,8.1
2013-03-24,Vielha..Eliport.,4.1,12.8,1.4,7.1
2013-03-25,Vielha..Eliport.,3.0,12.5,1.3,6.9
2013-03-26,Vielha..Eliport.,1.0,12.6,4.0,8.3
2013-03-27,Vielha..Eliport.,0.0,15.2,4.0,9.6
2013-03-28,Vielha..Eliport.,0.9,13.9,4.6,9.25
2013-03-29,Vielha..Eliport.,1.6,16.4,4.9,10.65
2013-03-30,Vielha..Eliport.,4.8,9.5,3.3,6.4
2013-03-31,Vielha..Eliport.,0.0,13.6,2.1,7.85
2013-04-01,Vielha..Eliport.,5.9,8.7,1.9,5.3
2013-04-02,Vielha..Eliport.,0.1,10.3,0.1,5.2
2013-04-03,Vielha..Eliport.,0.0,15.7,-0.1,7.8
2013-04-04,Vielha..Eliport.,11.1,10.8,0.4,5.6
2013-04-05,Vielha..Eliport.,2.2,2.5,-0.9,0.8
2013-04-06,Vielha..Eliport.,2.4,1.9,-2.4,-0.25
2013-04-07,Vielha..Eliport.,0.0,11.4,-2.2,4.6
2013-04-08,Vielha..Eliport.,0.0,11.3,0.8,6.05
2013-04-09,Vielha..Eliport.,0.0,12.2,2.5,7.35
2013-04-10,Vielha..Eliport.,0.0,18.9,1.2,10.05
2013-04-11,Vielha..Eliport.,1.2,18.8,6.4,12.6
2013-04-12,Vielha..Eliport.,0.0,16.0,3.8,9.9
2013-04-13,Vielha..Eliport.,0.0,19.7,2.6,11.15
2013-04-14,Vielha..Eliport.,0.0,23.5,6.6,15.05
2013-04-15,Vielha..Eliport.,0.0,22.5,8.6,15.55
2013-04-16,Vielha..Eliport.,0.0,23.0,7.1,15.05
2013-04-17,Vielha..Eliport.,0.0,25.5,9.1,17.3
2013-04-18,Vielha..Eliport.,0.0,18.9,6.4,12.65
2013-04-19,Vielha..Eliport.,7.8,8.3,0.5,4.4
2013-04-20,Vielha..Eliport.,0.0,9.5,1.8,5.65
2013-04-21,Vielha..Eliport.,0.0,12.4,-0.3,6.05
2013-04-22,Vielha..Eliport.,0.0,12.1,3.4,7.75
2013-04-23,Vielha..Eliport.,0.0,16.9,1.8,9.35
2013-04-24,Vielha..Eliport.,0.0,19.6,4.0,11.8
2013-04-25,Vielha..Eliport.,0.6,17.9,6.3,12.1
2013-04-26,Vielha..Eliport.,6.6,11.7,5.5,8.6
2013-04-27,Vielha..Eliport.,15.4,5.4,0.3,2.85
2013-04-28,Vielha..Eliport.,10.2,1.9,-0.3,0.8
2013-04-29,Vielha..Eliport.,8.7,5.3,0.5,2.9
2013-04-30,Vielha..Eliport.,8.2,15.1,1.6,8.35
2013-05-01,Vielha..Eliport.,0.0,15.7,3.2,9.45
2013-05-02,Vielha..Eliport.,6.2,13.7,4.1,8.9
2013-05-03,Vielha..Eliport.,0.0,12.5,4.2,8.35
2013-05-04,Vielha..Eliport.,0.0,15.8,6.0,10.9
2013-05-05,Vielha..Eliport.,0.0,17.1,5.2,11.15
2013-05-06,Vielha..Eliport.,0.0,20.6,3.9,12.25
2013-05-07,Vielha..Eliport.,0.0,20.9,8.7,14.8
2013-05-08,Vielha..Eliport.,3.6,21.2,8.5,14.85
2013-05-09,Vielha..Eliport.,6.1,17.6,7.4,12.5
2013-05-10,Vielha..Eliport.,0.4,14.1,6.3,10.2
2013-05-11,Vielha..Eliport.,0.0,13.6,2.4,8.0
2013-05-12,Vielha..Eliport.,0.0,16.2,5.4,10.8
2013-05-13,Vielha..Eliport.,0.0,19.5,3.0,11.25
2013-05-14,Vielha..Eliport.,1.1,19.7,4.4,12.05
2013-05-15,Vielha..Eliport.,37.8,7.4,0.2,3.8
2013-05-16,Vielha..Eliport.,5.6,7.5,0.5,4.0
2013-05-17,Vielha..Eliport.,6.1,12.8,0.2,6.5
2013-05-18,Vielha..Eliport.,3.0,10.7,4.0,7.35
2013-05-19,Vielha..Eliport.,0.8,12.1,3.8,7.95
2013-05-20,Vielha..Eliport.,0.1,12.2,4.2,8.2
2013-05-21,Vielha..Eliport.,7.0,11.7,4.5,8.1
2013-05-22,Vielha..Eliport.,27.5,9.6,5.6,7.6
2013-05-23,Vielha..Eliport.,0.5,9.5,2.6,6.05
2013-05-24,Vielha..Eliport.,0.2,8.8,2.1,5.45
2013-05-25,Vielha..Eliport.,0.1,10.7,0.7,5.7
2013-05-26,Vielha..Eliport.,0.0,17.8,-0.9,8.45
2013-05-27,Vielha..Eliport.,2.1,16.8,5.2,11.0
2013-05-28,Vielha..Eliport.,5.8,9.9,2.3,6.1
2013-05-29,Vielha..Eliport.,0.3,10.0,0.5,5.25
2013-05-30,Vielha..Eliport.,19.8,6.9,2.1,4.5
2013-05-31,Vielha..Eliport.,32.6,8.4,4.8,6.6
2013-06-01,Vielha..Eliport.,7.6,10.3,5.8,8.05
2013-06-02,Vielha..Eliport.,3.0,12.2,7.4,9.8
2013-06-03,Vielha..Eliport.,0.1,18.8,7.7,13.25
2013-06-04,Vielha..Eliport.,0.0,20.5,4.8,12.65
2013-06-05,Vielha..Eliport.,0.4,22.9,7.4,15.15
2013-06-06,Vielha..Eliport.,7.7,24.0,7.6,15.8
2013-06-07,Vielha..Eliport.,0.5,21.5,7.9,14.7
2013-06-08,Vielha..Eliport.,8.9,15.1,7.1,11.1
2013-06-09,Vielha..Eliport.,1.3,14.2,7.0,10.6
2013-06-10,Vielha..Eliport.,2.1,19.9,7.8,13.85
2013-06-11,Vielha..Eliport.,1.4,22.0,8.0,15.0
2013-06-12,Vielha..Eliport.,0.0,26.0,11.8,18.9
2013-06-13,Vielha..Eliport.,20.4,26.4,10.6,18.5
2013-06-14,Vielha..Eliport.,1.6,26.4,10.4,18.4
2013-06-15,Vielha..Eliport.,0.0,20.4,10.7,15.55
2013-06-16,Vielha..Eliport.,0.0,28.5,11.3,19.9
2013-06-17,Vielha..Eliport.,20.2,26.3,13.4,19.85
2013-06-18,Vielha..Eliport.,101.2,13.0,10.3,11.65
2013-06-19,Vielha..Eliport.,4.3,15.2,8.9,12.05
2013-06-20,Vielha..Eliport.,0.0,17.7,8.5,13.1
2013-06-21,Vielha..Eliport.,0.8,14.7,7.4,11.05
2013-06-22,Vielha..Eliport.,0.0,22.3,9.5,15.9
2013-06-23,Vielha..Eliport.,0.0,14.2,8.1,11.15
2013-06-24,Vielha..Eliport.,0.0,17.2,6.5,11.85
2013-06-25,Vielha..Eliport.,0.0,19.6,4.3,11.95
2013-06-26,Vielha..Eliport.,0.0,21.0,7.3,14.15
2013-06-27,Vielha..Eliport.,0.0,20.3,7.9,14.1
2013-06-28,Vielha..Eliport.,0.0,16.8,8.3,12.55
2013-06-29,Vielha..Eliport.,0.0,23.1,9.5,16.3
2013-06-30,Vielha..Eliport.,0.0,25.6,8.1,16.85
